"TotalEnvSteps","env_id: Ant-v4 - _step","env_id: Ant-v4 - _step__MIN","env_id: Ant-v4 - _step__MAX","env_id: Ant-v4 - Metrics/EpRet","env_id: Ant-v4 - Metrics/EpRet__MIN","env_id: Ant-v4 - Metrics/EpRet__MAX","env_id: Walker2d-v4 - _step","env_id: Walker2d-v4 - _step__MIN","env_id: Walker2d-v4 - _step__MAX","env_id: Walker2d-v4 - Metrics/EpRet","env_id: Walker2d-v4 - Metrics/EpRet__MIN","env_id: Walker2d-v4 - Metrics/EpRet__MAX","env_id: Hopper-v4 - _step","env_id: Hopper-v4 - _step__MIN","env_id: Hopper-v4 - _step__MAX","env_id: Hopper-v4 - Metrics/EpRet","env_id: Hopper-v4 - Metrics/EpRet__MIN","env_id: Hopper-v4 - Metrics/EpRet__MAX"
"2680000","133","133","133","-4051.1383463541665","-6241.873046875","-2586.69140625","133","133","133","660.1032511393229","498.8953857421875","742.4802856445312","133","133","133","1189.8213704427083","1039.5638427734375","1433.0948486328125"
"2700000","134","134","134","-3907.7853190104165","-6192.7626953125","-2408.222412109375","134","134","134","657.9787394205729","571.738037109375","747.5099487304688","134","134","134","1182.8389485677083","1028.6767578125","1414.4476318359375"
"2720000","135","135","135","-3776.51953125","-6118.87890625","-2147.830322265625","135","135","135","674.6449584960938","650.2430419921875","718.2684936523438","135","135","135","1191.77490234375","1039.242431640625","1426.59814453125"
"2740000","136","136","136","-3752.123575846354","-6079.18310546875","-1994.8162841796875","136","136","136","736.0753173828125","674.482666015625","851.5790405273438","136","136","136","1189.5636800130208","1046.3240966796875","1419.5660400390625"
"2760000","137","137","137","-3726.192138671875","-6066.1982421875","-1910.900146484375","137","137","137","710.3518880208334","617.9110717773438","847.7879638671875","137","137","137","1254.0596516927083","1042.150390625","1626.345458984375"
"2780000","138","138","138","-3750.2198079427085","-6117.40380859375","-1911.77978515625","138","138","138","696.3062337239584","575.8692626953125","886.099609375","138","138","138","1326.8317464192708","1034.2772216796875","1847.885009765625"
"2800000","139","139","139","-3811.242228190104","-6137.89013671875","-1919.0081787109375","139","139","139","703.1546020507812","537.964111328125","925.8202514648438","139","139","139","1337.9270833333333","1048.667724609375","1869.7059326171875"
"2820000","140","140","140","-3821.666259765625","-6113.49072265625","-1909.317138671875","140","140","140","726.53759765625","579.0787353515625","965.003173828125","140","140","140","1346.0920817057292","1052.73291015625","1885.483642578125"
"2840000","141","141","141","-3794.5662841796875","-6106.1474609375","-1897.4764404296875","141","141","141","716.1776123046875","631.7897338867188","878.7605590820312","141","141","141","1347.4898274739583","1049.1231689453125","1886.38330078125"
"2860000","142","142","142","-3743.2982177734375","-6097.08740234375","-1885.9566650390625","142","142","142","702.8792114257812","615.9439086914062","837.143798828125","142","142","142","1283.9802652994792","1047.5799560546875","1694.2952880859375"
"2880000","143","143","143","-3569.4071451822915","-5786.71826171875","-1898.06689453125","143","143","143","708.6817016601562","665.7931518554688","791.04638671875","143","143","143","1203.8133951822917","1051.9342041015625","1452.478271484375"
"2900000","144","144","144","-3384.955078125","-5411.40625","-1909.2822265625","144","144","144","703.5651448567709","668.7365112304688","768.8130493164062","144","144","144","1175.865966796875","1051.3355712890625","1374.0965576171875"
"2920000","145","145","145","-3308.5338541666665","-5193.4580078125","-1913.628173828125","145","145","145","635.8918660481771","555.6728515625","695.1271362304688","145","145","145","1183.9618733723958","1040.2171630859375","1404.9827880859375"
"2940000","146","146","146","-3290.9905598958335","-5066.388671875","-1910.01416015625","146","146","146","653.1259969075521","539.6907958984375","751.0038452148438","146","146","146","1193.3640543619792","1038.9736328125","1428.37109375"
"2960000","147","147","147","-3242.023193359375","-5169.5107421875","-1904.71630859375","147","147","147","705.1890258789062","580.0236206054688","856.85546875","147","147","147","1180.4128824869792","1043.5562744140625","1380.0787353515625"
"2980000","148","148","148","-3178.891560872396","-5258.74169921875","-1750.8985595703125","148","148","148","712.1339111328125","606.1035766601562","866.2686767578125","148","148","148","1180.6990559895833","1056.9320068359375","1364.9927978515625"
"3000000","149","149","149","-2940.5345052083335","-5009.244140625","-1609.850830078125","149","149","149","695.2392985026041","646.3937377929688","781.5678100585938","149","149","149","1198.4473876953125","1082.5067138671875","1397.0799560546875"
"3020000","150","150","150","-2785.1746419270835","-4723.81298828125","-1544.954833984375","150","150","150","702.9571126302084","587.4594116210938","880.0675659179688","150","150","150","1204.0706380208333","1099.675537109375","1406.3309326171875"
"3040000","151","151","151","-2684.034220377604","-4602.1669921875","-1425.6790771484375","151","151","151","679.8158162434896","600.4425048828125","796.0087280273438","151","151","151","1210.9344889322917","1098.3912353515625","1393.3160400390625"
"3060000","152","152","152","-2637.511474609375","-4608.44287109375","-1198.8955078125","152","152","152","752.5480550130209","642.20751953125","968.8858032226562","152","152","152","1207.448974609375","1096.115966796875","1384.977783203125"
"3080000","153","153","153","-2553.9853515625","-4560.8203125","-981.2890625","153","153","153","689.9822387695312","626.421630859375","782.5928344726562","153","153","153","1227.0393880208333","1134.83154296875","1408.2255859375"
"3100000","154","154","154","-2427.2737630208335","-4456.837890625","-783.4525146484375","154","154","154","623.8536682128906","494.7921447753906","854.3079833984375","154","154","154","1244.19482421875","1117.8680419921875","1408.73779296875"
"3120000","155","155","155","-2233.3924967447915","-4106.52099609375","-617.197998046875","155","155","155","635.1847330729166","451.79412841796875","965.3976440429688","155","155","155","1290.6918538411458","1124.055908203125","1488.5526123046875"
"3140000","156","156","156","-2077.7501220703125","-3827.705322265625","-555.0723876953125","156","156","156","688.5364786783854","496.31427001953125","942.0999145507812","156","156","156","1318.1888427734375","1135.4991455078125","1559.2232666015625"
"3160000","157","157","157","-1990.9999389648438","-3710.61865234375","-527.1804809570312","157","157","157","727.2063802083334","520.3909912109375","1034.4844970703125","157","157","157","1337.5338541666667","1128.229248046875","1602.5177001953125"
"3180000","158","158","158","-1983.3338826497395","-3708.353515625","-509.25506591796875","158","158","158","633.0065409342448","453.1781311035156","855.190185546875","158","158","158","1329.9579264322917","1120.4326171875","1579.6343994140625"
"3200000","159","159","159","-1974.3907267252605","-3725.664794921875","-456.35211181640625","159","159","159","629.2056477864584","475.59307861328125","748.9044799804688","159","159","159","1312.4219563802083","1113.3558349609375","1564.1641845703125"
"3220000","160","160","160","-1864.0621236165364","-3654.629150390625","-323.1278991699219","160","160","160","637.6897786458334","542.2348022460938","704.995849609375","160","160","160","1295.1285807291667","1084.4520263671875","1554.4420166015625"
"3240000","161","161","161","-1697.1133931477864","-3650.487548828125","-135.12130737304688","161","161","161","632.674814860026","489.6585998535156","758.1975708007812","161","161","161","1298.3875732421875","1066.702392578125","1571.0274658203125"
"3260000","162","162","162","-1616.2876408894856","-3634.343994140625","-65.84607696533203","162","162","162","605.6365966796875","523.584716796875","697.8709106445312","162","162","162","1294.3650716145833","1086.951904296875","1526.349365234375"
"3280000","163","163","163","-1556.3448244730632","-3686.470947265625","28.693553924560547","163","163","163","585.9136555989584","544.9470825195312","640.2351684570312","163","163","163","1294.6027018229167","1108.99169921875","1504.822998046875"
"3300000","164","164","164","-1482.1747817993164","-3691.1611328125","78.64624786376953","164","164","164","513.7911580403646","358.30938720703125","611.0338745117188","164","164","164","1314.2910563151042","1114.929931640625","1530.8253173828125"
"3320000","165","165","165","-1400.0344416300456","-3699.0478515625","103.49201202392578","165","165","165","546.2138264973959","364.22686767578125","699.2059936523438","165","165","165","1337.8085123697917","1116.6070556640625","1564.720947265625"
"3340000","166","166","166","-1323.4172058105469","-3707.597412109375","147.6011962890625","166","166","166","625.4994608561198","454.3950500488281","802.0828857421875","166","166","166","1339.1173909505208","1129.4451904296875","1578.1494140625"
"3360000","167","167","167","-1243.4162495930989","-3672.246826171875","246.4852294921875","167","167","167","702.4239908854166","571.80517578125","864.910888671875","167","167","167","1343.1239420572917","1155.9560546875","1557.598388671875"
"3380000","168","168","168","-1195.7725321451824","-3666.404052734375","346.5938720703125","168","168","168","655.9261881510416","576.0065307617188","698.2201538085938","168","168","168","1346.2218424479167","1161.0048828125","1550.860595703125"
"3400000","169","169","169","-1138.667963663737","-3649.289306640625","432.5146484375","169","169","169","624.0478719075521","545.4227294921875","664.5946655273438","169","169","169","1370.4432779947917","1174.7415771484375","1608.32421875"
"3420000","170","170","170","-1096.8534622192383","-3647.9697265625","484.3343811035156","170","170","170","587.6065572102865","508.6521911621094","671.4567260742188","170","170","170","1372.1399739583333","1147.7945556640625","1627.014892578125"
"3440000","171","171","171","-996.7626088460287","-3402.54248046875","507.53594970703125","171","171","171","648.9196573893229","574.5628051757812","781.041259765625","171","171","171","1392.9230143229167","1160.1639404296875","1659.4765625"
"3460000","172","172","172","-914.0405324300131","-3209.219482421875","563.8139038085938","172","172","172","711.8425903320312","590.9638061523438","896.440185546875","172","172","172","1378.8317464192708","1182.7681884765625","1634.9415283203125"
"3480000","173","173","173","-841.262254079183","-3100.55224609375","615.9176635742188","173","173","173","757.2990926106771","630.605224609375","903.78955078125","173","173","173","1381.85205078125","1198.91064453125","1629.862548828125"
"3500000","174","174","174","-731.7838287353516","-2904.10400390625","630.3072509765625","174","174","174","701.0564371744791","548.5918579101562","827.7653198242188","174","174","174","1388.0070393880208","1181.23291015625","1651.723388671875"
"3520000","175","175","175","-627.3491261800131","-2722.029296875","628.0606079101562","175","175","175","701.4964599609375","546.3976440429688","924.544189453125","175","175","175","1371.4104410807292","1154.8447265625","1644.1612548828125"
"3540000","176","176","176","-576.8039855957031","-2629.155029296875","615.5956420898438","176","176","176","732.5225219726562","603.6914672851562","976.6307983398438","176","176","176","1371.7797037760417","1157.723876953125","1625.6624755859375"
"3560000","177","177","177","-554.8567199707031","-2630.938232421875","659.7871704101562","177","177","177","689.9015706380209","590.526123046875","821.5631103515625","177","177","177","1391.9018961588542","1144.87841796875","1649.51025390625"
"3580000","178","178","178","-454.5833740234375","-2426.244873046875","760.3046875","178","178","178","679.1745402018229","503.27801513671875","893.0572509765625","178","178","178","1398.5337320963542","1169.3033447265625","1661.3443603515625"
"3600000","179","179","179","-309.21026611328125","-2071.27587890625","840.8110961914062","179","179","179","662.4246826171875","519.8729858398438","886.0615844726562","179","179","179","1398.578857421875","1196.856689453125","1659.0975341796875"
"3620000","180","180","180","-202.78949991861978","-1839.6859130859375","925.85888671875","180","180","180","700.0447184244791","575.8242797851562","897.7103271484375","180","180","180","1417.1726481119792","1198.3380126953125","1715.5513916015625"
"3640000","181","181","181","-147.46516927083334","-1754.0960693359375","1005.64794921875","181","181","181","706.9982299804688","506.1546630859375","1010.6644287109375","181","181","181","1439.9267985026042","1207.4871826171875","1770.1558837890625"
"3660000","182","182","182","-141.91256713867188","-1778.1937255859375","1045.1134033203125","182","182","182","683.2121378580729","529.6109008789062","987.3314819335938","182","182","182","1436.7648111979167","1202.0400390625","1777.3223876953125"
"3680000","183","183","183","-97.08713785807292","-1653.904052734375","1059.808837890625","183","183","183","702.5126241048177","439.9528503417969","1112.8770751953125","183","183","183","1442.0585123697917","1175.7613525390625","1811.7154541015625"
"3700000","184","184","184","-47.105855305989586","-1513.8863525390625","1067.184814453125","184","184","184","720.7230529785156","393.4725646972656","1166.4658203125","184","184","184","1430.6959228515625","1158.395263671875","1770.3291015625"
"3720000","185","185","185","19.0960693359375","-1316.630126953125","1064.6201171875","185","185","185","716.1555684407552","368.3162536621094","1167.8104248046875","185","185","185","1428.7503662109375","1167.6878662109375","1766.552490234375"
"3740000","186","186","186","63.49273681640625","-1184.3619384765625","1070.848388671875","186","186","186","770.3012288411459","460.0113525390625","1197.0185546875","186","186","186","1424.1148681640625","1156.940673828125","1756.968017578125"
"3760000","187","187","187","87.76123046875","-1113.1396484375","1069.276611328125","187","187","187","734.0442097981771","470.409912109375","1115.6195068359375","187","187","187","1396.1180419921875","1171.6512451171875","1670.2998046875"
"3780000","188","188","188","95.79878743489583","-1133.1192626953125","1063.5533447265625","188","188","188","747.0963745117188","527.8139038085938","1101.229736328125","188","188","188","1416.7941487630208","1201.423095703125","1689.8009033203125"
"3800000","189","189","189","92.84834798177083","-1177.307373046875","1058.9049072265625","189","189","189","795.989013671875","587.5458374023438","1154.177001953125","189","189","189","1428.2361653645833","1204.032470703125","1688.1053466796875"
"3820000","190","190","190","102.35628255208333","-1185.491455078125","1041.59130859375","190","190","190","791.9683024088541","591.8816528320312","1174.795654296875","190","190","190","1400.1110026041667","1200.700439453125","1632.072509765625"
"3840000","191","191","191","150.4177042643229","-1073.6212158203125","1040.66064453125","191","191","191","766.5444539388021","531.7389526367188","1162.30126953125","191","191","191","1362.0203043619792","1223.3070068359375","1521.29931640625"
"3860000","192","192","192","226.2697957356771","-956.2828979492188","1101.08740234375","192","192","192","785.1962076822916","588.0916137695312","1151.6339111328125","192","192","192","1359.718505859375","1266.4951171875","1505.7152099609375"
"3880000","193","193","193","312.38385009765625","-800.8431396484375","1171.15283203125","193","193","193","813.9769287109375","615.2040405273438","1177.4747314453125","193","193","193","1366.0878499348958","1271.5252685546875","1516.4183349609375"
"3900000","194","194","194","371.8516438802083","-700.01220703125","1204.194091796875","194","194","194","807.2933146158854","608.1878051757812","1146.0802001953125","194","194","194","1371.4029541015625","1225.0355224609375","1521.787841796875"
"3920000","195","195","195","398.7246907552083","-658.4071044921875","1191.8475341796875","195","195","195","782.0419311523438","552.0723876953125","1172.559326171875","195","195","195","1402.7052001953125","1302.08544921875","1519.2337646484375"
"3940000","196","196","196","423.7142333984375","-655.0657958984375","1222.571533203125","196","196","196","804.7289835611979","574.8933715820312","1225.3955078125","196","196","196","1393.6474609375","1297.3583984375","1516.48095703125"
"3960000","197","197","197","436.0966796875","-661.0010375976562","1249.064208984375","197","197","197","840.529052734375","637.0287475585938","1244.8408203125","197","197","197","1417.9578450520833","1326.3682861328125","1490.8826904296875"
"3980000","198","198","198","432.24289957682294","-663.8041381835938","1242.8985595703125","198","198","198","833.7222290039062","522.1473999023438","1317.1544189453125","198","198","198","1439.0772705078125","1327.4027099609375","1510.0081787109375"
"4000000","199","199","199","460.5221761067708","-664.505615234375","1300.6572265625","199","199","199","780.3623453776041","439.72113037109375","1259.486328125","199","199","199","1432.5789388020833","1279.6090087890625","1523.14697265625"
"4020000","200","200","200","485.05047607421875","-653.2391967773438","1342.63037109375","200","200","200","812.2699381510416","608.3152465820312","1217.3277587890625","200","200","200","1407.1230875651042","1225.13623046875","1556.9957275390625"
"4040000","201","201","201","498.91294352213544","-659.0440673828125","1379.0487060546875","201","201","201","773.7745157877604","580.004638671875","1096.2349853515625","201","201","201","1386.6653645833333","1183.2347412109375","1539.0684814453125"
"4060000","202","202","202","527.1140543619791","-577.255615234375","1358.239990234375","202","202","202","752.3021036783854","520.0545043945312","1104.604248046875","202","202","202","1393.0097249348958","1197.3359375","1553.7445068359375"
"4080000","203","203","203","596.5858968098959","-418.91729736328125","1357.4442138671875","203","203","203","782.3848266601562","472.07830810546875","1196.5748291015625","203","203","203","1383.216552734375","1191.6314697265625","1539.9677734375"
"4100000","204","204","204","668.2157135009766","-236.02760314941406","1347.10888671875","204","204","204","802.4084879557291","534.7617797851562","1240.8543701171875","204","204","204","1409.9744873046875","1232.5089111328125","1545.55126953125"
"4120000","205","205","205","714.3484751383463","-150.3315887451172","1395.985595703125","205","205","205","811.5560506184896","572.8590087890625","1280.37939453125","205","205","205","1412.1147054036458","1286.245361328125","1533.39404296875"
"4140000","206","206","206","765.7236760457357","-69.09545135498047","1451.68359375","206","206","206","787.0215047200521","537.8238525390625","1271.6539306640625","206","206","206","1401.56103515625","1228.4046630859375","1529.3115234375"
"4160000","207","207","207","818.905148824056","33.66429901123047","1517.8052978515625","207","207","207","794.0795084635416","538.89013671875","1247.713623046875","207","207","207","1431.164794921875","1275.81884765625","1585.608154296875"
"4180000","208","208","208","874.2813466389974","149.1929168701172","1532.862060546875","208","208","208","792.5378824869791","536.7670288085938","1239.258544921875","208","208","208","1427.6080322265625","1249.650146484375","1602.1097412109375"
"4200000","209","209","209","931.9417317708334","266.52752685546875","1548.0738525390625","209","209","209","737.184092203776","408.3422546386719","1176.8221435546875","209","209","209","1412.275634765625","1262.9007568359375","1592.198486328125"
"4220000","210","210","210","994.7709248860677","362.5946350097656","1597.362548828125","210","210","210","719.9966328938802","282.6314392089844","1197.9588623046875","210","210","210","1394.48583984375","1202.026611328125","1605.2607421875"
"4240000","211","211","211","1036.6117146809895","420.69781494140625","1650.0855712890625","211","211","211","750.9777628580729","398.00018310546875","1180.30419921875","211","211","211","1360.2610270182292","1159.510498046875","1607.7679443359375"
"4260000","212","212","212","1073.9136250813801","441.9403381347656","1691.7342529296875","212","212","212","721.8187459309896","397.30157470703125","1143.4215087890625","212","212","212","1407.4512125651042","1201.7669677734375","1645.2684326171875"
"4280000","213","213","213","1077.8246459960938","434.09295654296875","1669.392333984375","213","213","213","764.3839111328125","475.12139892578125","1173.6505126953125","213","213","213","1440.6480712890625","1233.7254638671875","1640.623779296875"
"4300000","214","214","214","1065.8728841145833","441.0401611328125","1610.1121826171875","214","214","214","770.4635009765625","539.984375","1175.256103515625","214","214","214","1425.4068603515625","1232.3544921875","1663.24609375"
"4320000","215","215","215","1067.1224365234375","440.5584716796875","1632.572021484375","215","215","215","722.0988260904948","445.9006652832031","1125.1988525390625","215","215","215","1426.232666015625","1231.5655517578125","1682.501220703125"
"4340000","216","216","216","1087.34765625","466.8240966796875","1673.44970703125","216","216","216","732.0690409342448","495.3735046386719","1105.4853515625","216","216","216","1450.3038330078125","1241.3369140625","1681.8162841796875"
"4360000","217","217","217","1105.1712544759114","502.6918640136719","1659.28662109375","217","217","217","757.7202758789062","552.2025756835938","1094.7237548828125","217","217","217","1457.1568603515625","1259.99267578125","1716.104736328125"
"4380000","218","218","218","1101.8692016601562","516.0641479492188","1652.7635498046875","218","218","218","753.4716186523438","503.48992919921875","1182.5897216796875","218","218","218","1442.3057047526042","1198.0047607421875","1756.9765625"
"4400000","219","219","219","1111.314453125","531.9381103515625","1658.9925537109375","219","219","219","763.2066243489584","499.48077392578125","1199.472900390625","219","219","219","1398.3888753255208","1180.2490234375","1769.07275390625"
"4420000","220","220","220","1106.1328938802083","563.068115234375","1660.5185546875","220","220","220","794.2234293619791","549.5177612304688","1173.0687255859375","220","220","220","1347.4936930338542","1185.0712890625","1631.3768310546875"
"4440000","221","221","221","1110.6585286458333","604.6947021484375","1690.798095703125","221","221","221","757.12548828125","433.53277587890625","1188.8194580078125","221","221","221","1337.23486328125","1168.0030517578125","1585.3360595703125"
"4460000","222","222","222","1111.5753784179688","625.419189453125","1695.954345703125","222","222","222","708.1664632161459","438.15313720703125","1124.0133056640625","222","222","222","1332.9875081380208","1178.81591796875","1595.130126953125"
"4480000","223","223","223","1126.971659342448","621.6459350585938","1752.5631103515625","223","223","223","709.0056660970052","407.6338195800781","1111.2467041015625","223","223","223","1374.178955078125","1194.4156494140625","1714.1956787109375"
"4500000","224","224","224","1131.1242065429688","632.47119140625","1755.8787841796875","224","224","224","726.2086079915365","366.4981384277344","1144.5498046875","224","224","224","1405.0304768880208","1221.3670654296875","1753.627197265625"
"4520000","225","225","225","1137.2517700195312","656.1904907226562","1749.544189453125","225","225","225","746.6916910807291","350.431396484375","1182.6385498046875","225","225","225","1367.4241536458333","1166.76611328125","1716.1856689453125"
"4540000","226","226","226","1136.6710001627605","673.670654296875","1724.529052734375","226","226","226","769.4917399088541","449.37109375","1217.6658935546875","226","226","226","1292.2138264973958","1153.199951171875","1567.985595703125"
"4560000","227","227","227","1114.57470703125","671.1486206054688","1666.2659912109375","227","227","227","763.3511149088541","521.11376953125","1204.4481201171875","227","227","227","1265.7723388671875","1134.594970703125","1457.28076171875"
"4580000","228","228","228","1115.407958984375","658.8064575195312","1677.0379638671875","228","228","228","776.0263264973959","565.151123046875","1172.844482421875","228","228","228","1288.7388102213542","1199.76123046875","1422.1448974609375"
"4600000","229","229","229","1123.9227091471355","674.1077880859375","1689.9312744140625","229","229","229","795.3654378255209","567.888671875","1209.208740234375","229","229","229","1288.4076741536458","1163.2088623046875","1441.03564453125"
"4620000","230","230","230","1154.220458984375","704.4102172851562","1750.1856689453125","230","230","230","787.3437093098959","550.7180786132812","1226.761962890625","230","230","230","1272.8717041015625","1165.9215087890625","1440.8558349609375"
"4640000","231","231","231","1190.1336873372395","741.4815673828125","1815.399658203125","231","231","231","723.1349182128906","492.1252746582031","1129.7132568359375","231","231","231","1267.5606689453125","1158.012939453125","1457.9722900390625"
"4660000","232","232","232","1205.0331013997395","767.1936645507812","1838.4647216796875","232","232","232","753.7776285807291","573.8185424804688","1100.934326171875","232","232","232","1256.70361328125","1131.657470703125","1453.462158203125"
"4680000","233","233","233","1197.1931762695312","791.9320068359375","1794.9488525390625","233","233","233","797.4595540364584","613.7841186523438","1133.1326904296875","233","233","233","1237.1959228515625","1128.2808837890625","1440.654052734375"
"4700000","234","234","234","1195.1070353190105","797.6747436523438","1786.7281494140625","234","234","234","810.8841756184896","609.6971435546875","1146.48583984375","234","234","234","1224.6238199869792","1108.3466796875","1441.520751953125"
"4720000","235","235","235","1243.0651041666667","816.914794921875","1862.7298583984375","235","235","235","792.6924235026041","576.769775390625","1121.720947265625","235","235","235","1236.6512858072917","1102.2823486328125","1449.2012939453125"
"4740000","236","236","236","1258.9988606770833","821.516845703125","1883.075927734375","236","236","236","767.5090128580729","512.7439575195312","1109.4964599609375","236","236","236","1260.8358154296875","1156.43603515625","1435.6134033203125"
"4760000","237","237","237","1253.3721110026042","815.748291015625","1854.4468994140625","237","237","237","768.7467244466146","492.45843505859375","1098.592529296875","237","237","237","1261.4471842447917","1136.0394287109375","1429.03369140625"
"4780000","238","238","238","1240.7339274088542","817.946533203125","1830.3834228515625","238","238","238","821.0900675455729","567.40673828125","1165.31884765625","238","238","238","1281.1470947265625","1169.8812255859375","1436.135009765625"
"4800000","239","239","239","1252.0263671875","839.07275390625","1824.7796630859375","239","239","239","820.1898600260416","577.9992065429688","1138.9627685546875","239","239","239","1294.3896484375","1161.96337890625","1462.0810546875"
"4820000","240","240","240","1270.978759765625","819.32421875","1852.640625","240","240","240","803.0290323893229","547.5748901367188","1150.5411376953125","240","240","240","1283.0611572265625","1146.6495361328125","1488.8583984375"
"4840000","241","241","241","1278.601786295573","812.0233764648438","1858.89453125","241","241","241","757.682373046875","530.96142578125","1094.4132080078125","241","241","241","1288.2945963541667","1163.756591796875","1520.1943359375"
"4860000","242","242","242","1295.1070760091145","857.0617065429688","1862.1246337890625","242","242","242","764.0572916666666","535.1314697265625","1119.06298828125","242","242","242","1299.3022054036458","1170.96826171875","1524.6368408203125"
"4880000","243","243","243","1335.5335896809895","894.8300170898438","1935.1171875","243","243","243","784.3378295898438","548.2193603515625","1155.9462890625","243","243","243","1295.24755859375","1176.5609130859375","1520.80712890625"
"4900000","244","244","244","1337.8536580403645","864.7061157226562","1957.1851806640625","244","244","244","774.4602457682291","607.0020141601562","1096.0662841796875","244","244","244","1305.8603108723958","1176.58935546875","1521.0262451171875"
"4920000","245","245","245","1332.639180501302","845.5424194335938","1955.904052734375","245","245","245","825.6324055989584","622.4590454101562","1154.6951904296875","245","245","245","1298.7787272135417","1187.974609375","1504.55029296875"
"4940000","246","246","246","1320.9712931315105","848.5346069335938","1884.3028564453125","246","246","246","832.5342203776041","624.1077880859375","1158.4346923828125","246","246","246","1291.4757486979167","1160.3956298828125","1514.9776611328125"
"4960000","247","247","247","1345.126729329427","861.2247924804688","1930.2327880859375","247","247","247","844.1006876627604","646.246826171875","1221.472412109375","247","247","247","1307.3695882161458","1163.080322265625","1539.81591796875"
"4980000","248","248","248","1401.6491088867188","896.2540893554688","2065.148681640625","248","248","248","786.6682942708334","627.9529418945312","1079.804931640625","248","248","248","1357.2434895833333","1206.4993896484375","1653.4398193359375"
"5000000","249","249","249","1415.6372477213542","903.26904296875","2113.7099609375","249","249","249","726.8610432942709","548.1099243164062","991.6298217773438","249","249","249","1368.7773030598958","1192.6678466796875","1718.0107421875"
"5020000","250","250","250","1412.9374593098958","932.62158203125","2089.444580078125","250","250","250","728.5366414388021","512.1415405273438","1021.167724609375","250","250","250","1388.5768229166667","1191.19384765625","1777.7581787109375"
"5040000","251","251","251","1427.2605590820312","929.2976684570312","2150.534423828125","251","251","251","757.8291219075521","561.5230712890625","1099.768310546875","251","251","251","1383.6283365885417","1167.26171875","1810.826904296875"
"5060000","252","252","252","1433.0792643229167","907.333251953125","2185.936767578125","252","252","252","766.68359375","597.970947265625","1086.4495849609375","252","252","252","1326.5563557942708","1128.5213623046875","1684.8948974609375"
"5080000","253","253","253","1427.8848876953125","872.2215576171875","2223.2958984375","253","253","253","775.7117716471354","588.7033081054688","1101.1396484375","253","253","253","1298.9269612630208","1163.3046875","1556.9068603515625"
"5100000","254","254","254","1387.5065104166667","861.8485107421875","2118.620361328125","254","254","254","775.6602376302084","580.38134765625","1091.999267578125","254","254","254","1261.4063720703125","1121.553466796875","1491.509033203125"
"5120000","255","255","255","1387.8019612630208","874.4566650390625","2137.029296875","255","255","255","746.9171346028646","612.09521484375","966.9695434570312","255","255","255","1270.4910888671875","1162.57421875","1477.06201171875"
"5140000","256","256","256","1409.9850463867188","894.0858764648438","2177.29052734375","256","256","256","742.266845703125","582.9014282226562","1006.8104858398438","256","256","256","1304.7359212239583","1170.4163818359375","1539.662353515625"
"5160000","257","257","257","1409.3653361002605","896.0281372070312","2154.679443359375","257","257","257","784.6300252278646","608.9620971679688","1130.860107421875","257","257","257","1311.180908203125","1172.315185546875","1570.47021484375"
"5180000","258","258","258","1408.768819173177","847.4891967773438","2162.042236328125","258","258","258","777.2315266927084","591.41064453125","1115.0313720703125","258","258","258","1315.1656494140625","1178.4107666015625","1576.4019775390625"
"5200000","259","259","259","1470.073018391927","842.3030395507812","2353.94677734375","259","259","259","794.8659261067709","593.52880859375","1125.1007080078125","259","259","259","1299.7624918619792","1151.5296630859375","1560.7314453125"
"5220000","260","260","260","1488.9805908203125","868.841552734375","2355.609619140625","260","260","260","762.9546712239584","576.7974243164062","1008.9779663085938","260","260","260","1294.9289957682292","1166.63232421875","1550.9603271484375"
"5240000","261","261","261","1492.3599243164062","864.3972778320312","2385.2451171875","261","261","261","758.5070190429688","582.2263793945312","1020.5176391601562","261","261","261","1324.2201741536458","1155.3701171875","1584.8297119140625"
"5260000","262","262","262","1434.651102701823","849.2185668945312","2244.896728515625","262","262","262","804.5164591471354","588.55517578125","1167.205322265625","262","262","262","1328.2700602213542","1180.972412109375","1576.1925048828125"
"5280000","263","263","263","1402.5634155273438","857.7158813476562","2170.821533203125","263","263","263","784.1765543619791","567.9439697265625","1130.6282958984375","263","263","263","1323.191162109375","1183.987060546875","1574.584228515625"
"5300000","264","264","264","1435.0589396158855","851.4358520507812","2269.886962890625","264","264","264","722.6952311197916","442.92633056640625","1044.9560546875","264","264","264","1332.1436767578125","1203.3287353515625","1586.5882568359375"
"5320000","265","265","265","1449.0847574869792","849.52978515625","2344.45068359375","265","265","265","756.7280476888021","477.35760498046875","1081.789794921875","265","265","265","1344.1093343098958","1211.7598876953125","1601.4783935546875"
"5340000","266","266","266","1414.0681559244792","852.5262451171875","2262.68505859375","266","266","266","793.053232828776","465.8672790527344","1203.39501953125","266","266","266","1341.5365804036458","1199.958251953125","1607.6494140625"
"5360000","267","267","267","1425.9862874348958","859.830810546875","2270.16552734375","267","267","267","790.2191569010416","539.374267578125","1145.77587890625","267","267","267","1338.5246175130208","1190.777587890625","1616.1455078125"
"5380000","268","268","268","1508.450439453125","861.32080078125","2485.198486328125","268","268","268","806.6259562174479","560.7918701171875","1128.484619140625","268","268","268","1333.513916015625","1195.1712646484375","1609.2327880859375"
"5400000","269","269","269","1479.937276204427","841.5451049804688","2396.199951171875","269","269","269","790.5647379557291","512.2312622070312","1107.1490478515625","269","269","269","1334.759033203125","1195.25048828125","1609.622802734375"
