"TotalEnvSteps","env_id: Ant-v4 - _step","env_id: Ant-v4 - _step__MIN","env_id: Ant-v4 - _step__MAX","env_id: Ant-v4 - Metrics/EpRet","env_id: Ant-v4 - Metrics/EpRet__MIN","env_id: Ant-v4 - Metrics/EpRet__MAX","env_id: Walker2d-v4 - _step","env_id: Walker2d-v4 - _step__MIN","env_id: Walker2d-v4 - _step__MAX","env_id: Walker2d-v4 - Metrics/EpRet","env_id: Walker2d-v4 - Metrics/EpRet__MIN","env_id: Walker2d-v4 - Metrics/EpRet__MAX","env_id: Hopper-v4 - _step","env_id: Hopper-v4 - _step__MIN","env_id: Hopper-v4 - _step__MAX","env_id: Hopper-v4 - Metrics/EpRet","env_id: Hopper-v4 - Metrics/EpRet__MIN","env_id: Hopper-v4 - Metrics/EpRet__MAX"
"8160000","407","407","407","1829.9224446614583","1175.3505859375","2689.5234375","407","407","407","1041.0337626139324","470.2745666503906","1907.9971923828125","407","407","407","1405.6492716471355","980.8052368164062","1955.6728515625"
"8180000","408","408","408","1794.2738037109375","1184.2049560546875","2661.67431640625","408","408","408","1049.3299865722656","408.5960998535156","1953.9588623046875","408","408","408","1412.3982340494792","1019.1334228515625","1921.8018798828125"
"8200000","409","409","409","1830.6861979166667","1179.7880859375","2773.029052734375","409","409","409","1072.6361490885417","372.03387451171875","2025.514892578125","409","409","409","1415.6636962890625","1088.2362060546875","1915.4564208984375"
"8220000","410","410","410","1813.436767578125","1166.8800048828125","2797.7587890625","410","410","410","1152.0520935058594","511.6108703613281","2168.198974609375","410","410","410","1413.642822265625","1068.313720703125","1930.7222900390625"
"8240000","411","411","411","1775.5785319010417","1161.1512451171875","2697.77587890625","411","411","411","1219.1240844726562","598.2316284179688","2289.396484375","411","411","411","1439.6883138020833","1063.6630859375","1975.028564453125"
"8260000","412","412","412","1819.5122477213542","1184.131103515625","2712.366455078125","412","412","412","1259.9484456380208","605.3746337890625","2387.30712890625","412","412","412","1446.3089192708333","1049.6168212890625","1965.022705078125"
"8280000","413","413","413","1880.2035319010417","1181.8218994140625","2820.656005859375","413","413","413","1283.5203653971355","647.7953491210938","2370.1572265625","413","413","413","1445.887451171875","1054.047607421875","1960.6807861328125"
"8300000","414","414","414","1907.1034342447917","1183.7176513671875","2899.6005859375","414","414","414","1215.519307454427","579.784912109375","2317.047607421875","414","414","414","1450.4987386067708","1067.6834716796875","1970.2255859375"
"8320000","415","415","415","1898.6641031901042","1194.7119140625","2965.738037109375","415","415","415","1233.5818888346355","557.3097534179688","2409.577392578125","415","415","415","1435.42431640625","1030.3466796875","1963.132080078125"
"8340000","416","416","416","1845.0191243489583","1187.3212890625","2886.700927734375","416","416","416","1186.4160461425781","509.8945617675781","2300.20068359375","416","416","416","1413.8328247070312","992.2455444335938","1934.3221435546875"
"8360000","417","417","417","1859.5216878255208","1197.060302734375","2833.45166015625","417","417","417","1132.8518778483074","477.6297912597656","2177.941650390625","417","417","417","1393.7215576171875","954.2659912109375","1931.4677734375"
"8380000","418","418","418","1878.0345865885417","1209.442138671875","2830.85009765625","418","418","418","1216.314717610677","588.6044921875","2311.446044921875","418","418","418","1399.066141764323","1004.2531127929688","1894.9488525390625"
"8400000","419","419","419","1885.6344807942708","1207.2840576171875","2848.513427734375","419","419","419","1223.3685709635417","541.94873046875","2318.191650390625","419","419","419","1414.7100016276042","1061.2470703125","1865.12353515625"
"8420000","420","420","420","1868.0146484375","1205.3238525390625","2772.7138671875","420","420","420","1246.0907796223958","558.1503295898438","2337.716552734375","420","420","420","1406.8716634114583","1043.9586181640625","1870.813720703125"
"8440000","421","421","421","1941.1985270182292","1213.1337890625","2903.085693359375","421","421","421","1255.084737141927","529.5250244140625","2413.70458984375","421","421","421","1416.6046549479167","1034.4862060546875","1917.298095703125"
"8460000","422","422","422","1907.5050862630208","1197.163330078125","2852.4033203125","422","422","422","1111.8666381835938","475.0460205078125","2083.533447265625","422","422","422","1415.2335815429688","989.7954711914062","1958.281982421875"
"8480000","423","423","423","1922.9881998697917","1204.241455078125","2902.05029296875","423","423","423","1131.4796752929688","574.8886108398438","2032.4000244140625","423","423","423","1422.6942952473958","987.4283447265625","1970.4842529296875"
"8500000","424","424","424","1931.5732828776042","1176.526611328125","2955.86865234375","424","424","424","1180.0657348632812","619.9041137695312","2062.65478515625","424","424","424","1423.1827799479167","1003.8912353515625","1950.746826171875"
"8520000","425","425","425","1941.4965413411458","1235.3714599609375","2940.042236328125","425","425","425","1172.787129720052","641.1285400390625","2063.95068359375","425","425","425","1415.0185953776042","999.1121826171875","1935.51513671875"
"8540000","426","426","426","1930.857666015625","1289.7496337890625","2919.7392578125","426","426","426","1184.394755045573","603.044677734375","2147.265380859375","426","426","426","1408.3941040039062","987.7134399414062","1936.53564453125"
"8560000","427","427","427","1939.8138427734375","1341.2872314453125","2937.94091796875","427","427","427","1270.8057454427083","595.0206909179688","2412.7001953125","427","427","427","1421.7315673828125","1014.0433349609375","1941.8553466796875"
"8580000","428","428","428","1963.7151285807292","1318.1748046875","3013.996337890625","428","428","428","1247.8059895833333","592.55615234375","2375.43994140625","428","428","428","1419.935078938802","994.2776489257812","1943.67919921875"
"8600000","429","429","429","2013.7682698567708","1303.867431640625","3121.00439453125","429","429","429","1268.0606689453125","601.1611328125","2401.898193359375","429","429","429","1397.4491577148438","980.7686157226562","1937.806884765625"
"8620000","430","430","430","1953.5281168619792","1278.2305908203125","3027.092529296875","430","430","430","1230.4723103841145","577.1747436523438","2300.123046875","430","430","430","1392.7264811197917","1007.61279296875","1919.16357421875"
"8640000","431","431","431","1996.919189453125","1305.44921875","3097.109619140625","431","431","431","1224.352559407552","560.1641235351562","2295.78076171875","431","431","431","1387.5785725911458","1038.521484375","1866.1221923828125"
"8660000","432","432","432","1956.98681640625","1277.067138671875","3050.59716796875","432","432","432","1236.94482421875","567.2072143554688","2360.872802734375","432","432","432","1356.8966878255208","985.081787109375","1840.1038818359375"
"8680000","433","433","433","1958.6321614583333","1281.0858154296875","3069.830322265625","433","433","433","1268.3075358072917","586.663330078125","2418.851318359375","433","433","433","1329.9725341796875","930.8389892578125","1822.1923828125"
"8700000","434","434","434","1966.0265706380208","1259.3807373046875","3126.80126953125","434","434","434","1306.60107421875","621.7489624023438","2468.96728515625","434","434","434","1339.7187093098958","966.3792724609375","1854.8175048828125"
"8720000","435","435","435","1990.2069091796875","1273.0107421875","3127.5185546875","435","435","435","1255.326395670573","605.0083618164062","2347.081787109375","435","435","435","1369.0503743489583","1024.4979248046875","1870.4261474609375"
"8740000","436","436","436","1989.0517171223958","1221.6424560546875","3152.773193359375","436","436","436","1195.766581217448","653.4121704101562","2153.160400390625","436","436","436","1393.27734375","1083.2452392578125","1857.1083984375"
"8760000","437","437","437","2010.7028401692708","1272.361083984375","3168.828857421875","437","437","437","1194.5269978841145","702.98486328125","2103.4111328125","437","437","437","1380.69287109375","1027.4473876953125","1853.27587890625"
"8780000","438","438","438","2039.6245930989583","1283.1793212890625","3239.8056640625","438","438","438","1179.7003580729167","718.9386596679688","2082.048828125","438","438","438","1383.5506998697917","1023.82080078125","1867.7232666015625"
"8800000","439","439","439","2025.6080322265625","1261.652099609375","3241.7919921875","439","439","439","1198.864766438802","714.8570556640625","2158.78515625","439","439","439","1388.3809000651042","953.4281005859375","1937.4912109375"
"8820000","440","440","440","2030.5471598307292","1233.331787109375","3256.5126953125","440","440","440","1130.397481282552","719.704345703125","1937.30224609375","440","440","440","1397.089090983073","993.5811157226562","1909.826416015625"
"8840000","441","441","441","1978.1446126302083","1226.197509765625","3145.7509765625","441","441","441","1124.654052734375","723.1683349609375","1904.202392578125","441","441","441","1411.1068522135417","1048.0467529296875","1883.918701171875"
"8860000","442","442","442","2047.9134114583333","1255.362548828125","3245.438720703125","442","442","442","1189.6285603841145","723.289794921875","2117.169921875","442","442","442","1440.1815999348958","1088.193603515625","1909.1871337890625"
"8880000","443","443","443","2067.4964192708335","1282.61572265625","3254.6748046875","443","443","443","1087.0421142578125","671.8194580078125","1857.8978271484375","443","443","443","1459.3051350911458","1092.6746826171875","1940.0159912109375"
"8900000","444","444","444","2075.587198893229","1338.6368408203125","3188.91064453125","444","444","444","1033.8595377604167","665.8292846679688","1613.74462890625","444","444","444","1431.52392578125","1011.717529296875","1928.4881591796875"
"8920000","445","445","445","2068.772257486979","1319.9580078125","3161.1943359375","445","445","445","1070.1183268229167","644.4999389648438","1781.546142578125","445","445","445","1442.6925862630208","1007.6859130859375","1946.9576416015625"
"8940000","446","446","446","2042.268798828125","1280.7269287109375","3158.96435546875","446","446","446","880.9403686523438","623.977294921875","1264.741455078125","446","446","446","1430.5081990559895","1019.6923217773438","1903.1644287109375"
"8960000","447","447","447","2031.6811116536458","1291.57666015625","3113.02490234375","447","447","447","937.7669474283854","617.0176391601562","1386.60693359375","447","447","447","1406.06298828125","1066.33935546875","1826.0350341796875"
"8980000","448","448","448","2044.6578776041667","1298.130859375","3163.33154296875","448","448","448","1023.2386271158854","610.0057983398438","1666.26806640625","448","448","448","1412.4065755208333","1059.1534423828125","1840.537841796875"
"9000000","449","449","449","2106.3294270833335","1325.30859375","3299.15087890625","449","449","449","1018.6599934895834","619.8007202148438","1681.54443359375","449","449","449","1395.255879720052","1009.1445922851562","1838.52001953125"
"9020000","450","450","450","2095.1717122395835","1339.0546875","3201.73681640625","450","450","450","1002.2720336914062","604.4814453125","1628.8192138671875","450","450","450","1396.9632975260417","918.1519775390625","1891.5235595703125"
"9040000","451","451","451","2049.0972493489585","1283.1282958984375","3154.234130859375","451","451","451","942.5840861002604","609.0062866210938","1425.4085693359375","451","451","451","1378.7800903320312","815.7450561523438","1924.32275390625"
"9060000","452","452","452","2061.4777018229165","1303.2294921875","3241.972412109375","452","452","452","872.6173706054688","509.3294677734375","1318.4359130859375","452","452","452","1409.7192789713542","904.41796875","1934.9881591796875"
"9080000","453","453","453","2038.9100748697917","1263.870361328125","3178.3544921875","453","453","453","828.037607828776","477.0026550292969","1200.3704833984375","453","453","453","1424.962890625","988.043701171875","1907.814697265625"
"9100000","454","454","454","2062.312703450521","1250.301025390625","3184.8515625","454","454","454","939.0103352864584","529.340087890625","1520.5311279296875","454","454","454","1425.0313720703125","1011.103271484375","1921.218017578125"
"9120000","455","455","455","2074.9856770833335","1277.0745849609375","3176.86572265625","455","455","455","936.3481852213541","541.743896484375","1552.3245849609375","455","455","455","1429.3799641927083","1028.32177734375","1950.71337890625"
"9140000","456","456","456","2094.799357096354","1354.63720703125","3125.345703125","456","456","456","1024.2036946614583","519.1942749023438","1814.3857421875","456","456","456","1448.4053955078125","1044.6087646484375","1956.57275390625"
"9160000","457","457","457","2045.7901204427083","1341.0892333984375","3011.44873046875","457","457","457","1106.6618245442708","558.128173828125","2041.0491943359375","457","457","457","1481.1312662760417","1063.864013671875","1967.8187255859375"
"9180000","458","458","458","2063.392293294271","1340.6259765625","3031.8125","458","458","458","1104.917236328125","591.430908203125","2014.44189453125","458","458","458","1459.3340657552083","1069.254638671875","1938.674560546875"
"9200000","459","459","459","2079.169148763021","1425.6680908203125","3042.9462890625","459","459","459","1101.5373942057292","629.3224487304688","1973.51220703125","459","459","459","1443.9891357421875","1068.560302734375","1922.78369140625"
"9220000","460","460","460","2002.7857666015625","1431.4954833984375","2838.042236328125","460","460","460","1061.7471923828125","633.4260864257812","1801.84375","460","460","460","1436.4374186197917","1073.4534912109375","1886.3197021484375"
"9240000","461","461","461","1955.1261800130208","1422.0518798828125","2738.1884765625","461","461","461","1049.9942016601562","611.7551879882812","1753.4202880859375","461","461","461","1447.3483072916667","1082.4332275390625","1914.8707275390625"
"9260000","462","462","462","1978.4748128255208","1412.7264404296875","2809.583740234375","462","462","462","1102.1980387369792","576.6257934570312","1924.8486328125","462","462","462","1428.0819905598958","1058.761474609375","1929.47119140625"
"9280000","463","463","463","1967.5657145182292","1398.4794921875","2830.192138671875","463","463","463","1165.4248657226562","576.1605224609375","2102.062255859375","463","463","463","1422.0947265625","1050.5146484375","1943.4532470703125"
"9300000","464","464","464","1946.3841552734375","1387.7657470703125","2759.19775390625","464","464","464","1154.1353149414062","642.3278198242188","2004.29931640625","464","464","464","1431.5077311197917","1058.141357421875","1960.95166015625"
"9320000","465","465","465","1952.8724772135417","1385.154541015625","2830.16748046875","465","465","465","1162.4056599934895","587.3615112304688","2079.972412109375","465","465","465","1366.7384033203125","1046.24560546875","1740.100341796875"
"9340000","466","466","466","1917.6500651041667","1388.40625","2837.41845703125","466","466","466","1150.864990234375","606.2318115234375","2051.5361328125","466","466","466","1299.471903483073","987.1701049804688","1586.041259765625"
"9360000","467","467","467","1966.2388102213542","1382.8978271484375","3012.300537109375","467","467","467","1184.1380411783855","613.88623046875","2195.436279296875","467","467","467","1287.3922729492188","993.4724731445312","1557.197509765625"
"9380000","468","468","468","1971.3611653645833","1387.5732421875","3096.781982421875","468","468","468","1060.9207356770833","614.2118530273438","1773.3740234375","468","468","468","1307.0234375","1045.4130859375","1562.35546875"
"9400000","469","469","469","1991.8348795572917","1390.094482421875","3108.14990234375","469","469","469","1042.364766438802","618.3194580078125","1714.3375244140625","469","469","469","1332.8658447265625","1089.9468994140625","1585.006591796875"
"9420000","470","470","470","1991.7583821614583","1419.352783203125","3044.933349609375","470","470","470","1098.221435546875","648.1921997070312","1882.1707763671875","470","470","470","1322.6595865885417","1065.2073974609375","1568.946044921875"
"9440000","471","471","471","2037.6863199869792","1427.7540283203125","3133.898193359375","471","471","471","1020.2762247721354","710.6911010742188","1577.0045166015625","471","471","471","1321.7312825520833","1070.966552734375","1572.956298828125"
"9460000","472","472","472","2062.627156575521","1389.125","3260.526611328125","472","472","472","1019.6396891276041","629.7593994140625","1633.0262451171875","472","472","472","1330.6230875651042","1077.2010498046875","1584.858642578125"
"9480000","473","473","473","2077.5965169270835","1409.9296875","3317.71240234375","473","473","473","1065.5635172526042","665.432373046875","1765.4708251953125","473","473","473","1326.6743977864583","1068.7059326171875","1605.47412109375"
"9500000","474","474","474","1986.4947916666667","1372.608154296875","3083.658447265625","474","474","474","1000.780029296875","675.67626953125","1618.8118896484375","474","474","474","1365.7579345703125","1054.571533203125","1731.8883056640625"
"9520000","475","475","475","1961.2591145833333","1351.7315673828125","3045.0703125","475","475","475","1019.0551554361979","717.6239624023438","1608.2607421875","475","475","475","1409.902099609375","1069.02783203125","1851.339111328125"
"9540000","476","476","476","1951.5437418619792","1354.7103271484375","2970.78564453125","476","476","476","1012.8527018229166","654.7310180664062","1562.2618408203125","476","476","476","1437.8470052083333","1092.5784912109375","1889.194091796875"
"9560000","477","477","477","1996.1562093098958","1400.5955810546875","3069.730712890625","477","477","477","1026.1995442708333","590.3468627929688","1660.4742431640625","477","477","477","1424.4190266927083","1089.928466796875","1830.2529296875"
"9580000","478","478","478","2014.3792724609375","1358.7197265625","3141.041259765625","478","478","478","1105.4229736328125","634.6141967773438","1908.673095703125","478","478","478","1405.4916585286458","1070.1678466796875","1816.1207275390625"
"9600000","479","479","479","1999.8984375","1348.4229736328125","3172.737548828125","479","479","479","1090.0560099283855","683.6609497070312","1864.5235595703125","479","479","479","1412.9031982421875","1046.448486328125","1843.3519287109375"
"9620000","480","480","480","1956.9792073567708","1364.844482421875","3036.41943359375","480","480","480","995.5763549804688","674.3953247070312","1591.01806640625","480","480","480","1398.8644612630208","1035.2099609375","1796.938720703125"
"9640000","481","481","481","1977.8820393880208","1397.1087646484375","3054.32373046875","481","481","481","1056.6456502278645","646.5499877929688","1711.775146484375","481","481","481","1372.381591796875","1033.3330078125","1749.9329833984375"
"9660000","482","482","482","1994.73974609375","1348.107666015625","3131.23583984375","482","482","482","1097.56396484375","610.429443359375","1909.4295654296875","482","482","482","1365.2584635416667","1033.87109375","1730.39697265625"
"9680000","483","483","483","2016.3473714192708","1313.3277587890625","3230.4091796875","483","483","483","1079.8702189127605","644.7398071289062","1823.4993896484375","483","483","483","1365.4217122395833","1032.86572265625","1728.990966796875"
"9700000","484","484","484","2031.6891682942708","1349.9144287109375","3187.716552734375","484","484","484","952.4916178385416","644.418701171875","1501.9354248046875","484","484","484","1370.8239339192708","1066.6129150390625","1708.4559326171875"
"9720000","485","485","485","2027.4742838541667","1406.2249755859375","3119.755859375","485","485","485","993.3618774414062","570.850341796875","1740.99755859375","485","485","485","1432.9366861979167","1069.590576171875","1894.73291015625"
"9740000","486","486","486","2078.097208658854","1453.2154541015625","3171.866943359375","486","486","486","1059.5161539713542","596.1611938476562","1945.5782470703125","486","486","486","1471.700439453125","1067.2833251953125","2009.7738037109375"
"9760000","487","487","487","2085.811319986979","1435.2822265625","3185.306884765625","487","487","487","1146.5951741536458","653.3806762695312","2104.486572265625","487","487","487","1480.12109375","1044.12451171875","2080.856689453125"
"9780000","488","488","488","2105.8089192708335","1402.93603515625","3279.253662109375","488","488","488","1103.8358662923176","498.6827087402344","2125.058349609375","488","488","488","1459.6029866536458","1053.5142822265625","2028.3818359375"
"9800000","489","489","489","2049.4691569010415","1400.7244873046875","3170.013427734375","489","489","489","1037.0060017903645","428.9176025390625","1971.27734375","489","489","489","1482.5164388020833","1075.82861328125","2047.889892578125"
"9820000","490","490","490","2068.29150390625","1409.635498046875","3250.39306640625","490","490","490","954.5630900065104","467.90985107421875","1706.2147216796875","490","490","490","1479.9976399739583","1078.0789794921875","2023.8206787109375"
"9840000","491","491","491","2092.105021158854","1482.8448486328125","3217.172607421875","491","491","491","982.8135172526041","586.4993896484375","1713.8157958984375","491","491","491","1488.0791829427083","1119.5758056640625","2015.673583984375"
"9860000","492","492","492","2138.459187825521","1545.3807373046875","3304.49462890625","492","492","492","1074.1085408528645","598.7390747070312","1995.6083984375","492","492","492","1492.1121826171875","1067.9490966796875","2068.408447265625"
"9880000","493","493","493","2124.0694580078125","1549.640625","3255.8349609375","493","493","493","1066.4706624348958","583.9998168945312","1988.204345703125","493","493","493","1485.1764729817708","1040.43310546875","2056.942138671875"
"9900000","494","494","494","2074.0164794921875","1502.681884765625","3145.05712890625","494","494","494","1084.5226033528645","644.000244140625","1949.4730224609375","494","494","494","1485.8779296875","1039.8272705078125","2076.11962890625"
"9920000","495","495","495","2029.078369140625","1491.9537353515625","3059.896240234375","495","495","495","1097.3417561848958","605.7024536132812","2024.8218994140625","495","495","495","1513.4345703125","1060.992919921875","2162.99365234375"
"9940000","496","496","496","2058.790283203125","1468.1524658203125","3164.729736328125","496","496","496","1185.3851521809895","609.3670043945312","2238.2978515625","496","496","496","1530.3743896484375","1064.7301025390625","2187.203857421875"
"9960000","497","497","497","2031.1200358072917","1461.8287353515625","3130.502197265625","497","497","497","1157.4907633463542","647.099609375","2131.796875","497","497","497","1543.6986490885417","1067.240966796875","2205.606201171875"
"9980000","498","498","498","2013.0008138020833","1487.760009765625","3040.552490234375","498","498","498","1113.46533203125","648.8738403320312","1973.266845703125","498","498","498","1583.1762288411458","1064.654541015625","2296.854736328125"
"10000000","499","499","499","2054.358601888021","1460.1490478515625","3182.1142578125","499","499","499","1055.3886311848958","700.9468994140625","1758.1990966796875","499","499","499","1600.6120198567708","1065.5357666015625","2353.9150390625"
